0.975976,7.13022e-05
0.954241,0.000305508
0.934695,0.000690536
0.917245,0.00121608
0.901805,0.00187346
0.888293,0.00265544
0.876635,0.00355614
0.866759,0.00457088
0.858601,0.00569611
0.852099,0.00692931
0.847197,0.00826892
0.843843,0.00971426
0.841989,0.0112655
0.841589,0.0129236
0.842605,0.0146902
0.844997,0.0165678
0.848733,0.0185595
0.853781,0.020669
0.860115,0.0229008
0.867708,0.02526
0.876539,0.0277523
0.886589,0.0303841
0.89784,0.0331623
0.910279,0.0360947
0.923893,0.0391896
0.938672,0.0424561
0.954609,0.0459039
0.971698,0.0495434
0.989937,0.0533859
1.00932,0.0574433
1.02986,0.0617285
1.05154,0.0662553
1.07438,0.0710381
1.09838,0.0760924
1.12355,0.0814349
1.14989,0.087083
1.17743,0.0930554
1.20617,0.0993719
1.23612,0.106054
1.2673,0.113123
1.29974,0.120603
1.33344,0.128519
1.36843,0.136899
1.40473,0.145769
1.44237,0.155161
1.48136,0.165105
1.52174,0.175636
1.56354,0.186789
1.60677,0.198603
1.65148,0.211116
1.6977,0.224371
1.74546,0.238415
1.79479,0.253293
1.84574,0.269057
1.89833,0.285759
1.95262,0.303458
2.00863,0.322212
2.06642,0.342084
2.12603,0.363144
2.1875,0.38546
2.25088,0.40911
2.31622,0.434171
2.38356,0.46073
2.45297,0.488874
2.52449,0.518699
2.59818,0.550304
2.67409,0.583795
2.75229,0.619284
2.83282,0.656888
2.91576,0.696733
3.00116,0.73895
3.08908,0.78368
3.1796,0.831068
3.27278,0.881271
3.36868,0.934452
3.46737,0.990785
3.56893,1.05045
3.67343,1.11365
3.78094,1.18057
3.89153,1.25144
4.00528,1.32648
4.12226,1.40593
4.24256,1.49004
4.36625,1.57907
4.4934,1.67329
4.6241,1.77301
4.75842,1.87851
4.89645,1.99014
5.03827,2.10821
5.18395,2.23309
5.33357,2.36513
5.48721,2.50474
5.64495,2.65231
5.80686,2.80826
5.97302,2.97304
6.1435,3.1471
6.31836,3.33092
6.49769,3.52499
6.68153,3.72984
6.86995,3.94599
7.063,4.174
7.26074,4.41443
7.46321,4.66789
7.67045,4.93497
7.88248,5.21629
8.09933,5.5125
8.32101,5.82424
8.54753,6.15217
8.77889,6.49697
9.01506,6.85932
9.256,7.2399
9.50169,7.63939
9.75205,8.05848
10.007,8.49785
10.2665,8.95816
10.5303,9.44005
10.7984,9.94417
11.0706,10.4711
11.3468,11.0214
11.6266,11.5957
11.9099,12.1943
12.1964,12.8177
12.4859,13.4663
12.778,14.1402
13.0723,14.8398
13.3685,15.565
13.6662,16.3159
13.9648,17.0923
14.264,17.8939
14.5631,18.7204
14.8616,19.571
15.159,20.4452
15.4545,21.3419
15.7475,22.26
16.0373,23.1984
16.3231,24.1554
16.6042,25.1295
16.8796,26.1186
17.1487,27.1208
17.4105,28.1336
17.6642,29.1546
17.9088,30.1811
18.1434,31.2101
18.3671,32.2386
18.579,33.2635
18.7781,34.2812
18.9636,35.2885
19.1345,36.2818
19.2901,37.2574
19.4293,38.2118
19.5516,39.1414
19.656,40.0426
19.742,40.9121
19.8089,41.7464
19.856,42.5424
19.883,43.2972
19.8894,44.008
19.8749,44.6723
19.8392,45.2881
19.7822,45.8533
19.7038,46.3665
19.6041,46.8266
19.4831,47.2327
19.3411,47.5844
19.1784,47.8815
18.9955,48.1244
18.7927,48.3137
18.5707,48.4504
18.3301,48.5357
18.0716,48.5712
17.796,48.5588
17.5042,48.5004
17.1969,48.3983
16.8752,48.2551
16.54,48.0731
16.1922,47.8551
15.833,47.6039
15.4632,47.3222
15.084,47.0128
14.6963,46.6784
14.3011,46.3219
13.8995,45.9459
13.4923,45.5531
13.0807,45.1458
12.6654,44.7265
12.2475,44.2975
11.8277,43.861
11.4068,43.4189
10.9857,42.9731
10.5651,42.5253
10.1456,42.0771
9.72801,41.63
9.31286,41.1853
8.90072,40.7441
8.49213,40.3076
8.08757,39.8765
7.68748,39.4518
7.29227,39.0341
6.90229,38.6241
6.51789,38.2222
6.13934,37.8289
5.76691,37.4444
5.40082,37.0691
5.04125,36.7031
4.68839,36.3466
4.34236,35.9996
4.00327,35.6623
3.67121,35.3344
3.34625,35.0161
3.02842,34.7072
2.71776,34.4076
2.41427,34.1172
2.11793,33.8358
1.82873,33.5632
1.54663,33.2992
1.27156,33.0437
1.00348,32.7964
0.742314,32.557
0.487972,32.3255
0.240369,32.1014
-0.00059326,31.8847
-0.235017,31.6751
-0.46301,31.4723
-0.684688,31.2761
